,Šifra oglasa,Objavljen ,Do poteka še,Število prikazov oglasa,Cena,Vrsta cene,Posredovanje,Lokacija,Umeščenost stanovanja,Nadstropje,Skupno število nadstropij v stavbi,Vrsta stanovanja,Bivalna površina,Neto površina,Leto izgradnje*,Opremljenost in stanje,Število parkirnih mest,Leto zadnje prenove,Energetski razred,Interna številka oglasa,Balkon / terasa / atrij,Zunanje površine in oprema,Možnost menjave
895,5359382,23.11.2020dne10:22,"
doprodaje",2161-krat,"

105.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Center",V večstanovanjski stavbi,1.,3,3-sobno,"79,00 m²","83,00 m²",1800,Delno opremljeno,brez pripadajočega parkirišča,2018,E (105 - 150 kWh/m2a),,,,
896,5350988,22.11.2020dne14:18,"
doprodaje",505-krat,"

164.250 €
",Skupna cena,Prodam,"Pomurska, Murska Sobota, Murska Sobota",V večstanovanjski stavbi,Pritličje,7,3-sobno,,"135,37 m²",2019,Delno opremljeno,,,B1 (15 - 25 kWh/m2a),,Terasa,,
897,5350900,22.11.2020dne13:57,"
doprodaje",428-krat,"

240.900 €
",Skupna cena,Prodam,"Pomurska, Murska Sobota, Murska Sobota",V večstanovanjski stavbi,7.,7,4-sobno,,"218,92 m²",2019,Neopremljeno,brez pripadajočega parkirišča,,B1 (15 - 25 kWh/m2a),,Terasa,,
898,4908447,20.11.2020dne16:29,"
doprodaje",1203-krat,"

99.000 €
",Skupna cena,Prodam,"Podravska, Lenart v Slovenskih goricah, Lenart v Slovenskih goricah",,2.,2,4-sobno,,"117,60 m²",1973,,2,2003,,PS4646354MR,,,
899,4816767,20.11.2020dne14:38,"
doprodaje",1690-krat,"

64.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,,,1-sobno,"41,30 m²","61,70 m²",1907,,brez pripadajočega parkirišča,2001,,100120-146,,,Menjava za drugo nepremičnino ni možna
900,4381298,20.11.2020dne14:29,"
doprodaje",1301-krat,"

159.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",,,4,4-sobno,"149,90 m²","153,90 m²",1950,,brez pripadajočega parkirišča,2000,D (60 - 105 kWh/m2a),100105-193,Balkon,,Menjava za drugo nepremičnino ni možna
901,4413257,20.11.2020dne14:26,"
doprodaje",1367-krat,"

94.900 €
",Skupna cena,Prodam,"Podravska, Ptuj, Ptuj",V večstanovanjski stavbi,,4,"3,5-sobno","67,00 m²","77,30 m²",1985,Delno opremljeno,brez pripadajočega parkirišča,2010,,100181-175,Balkon,,Možna menjava za drugo nepremičnino
902,4154949,20.11.2020dne14:18,"
doprodaje",868-krat,"

255.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",,,3,4-sobno,"87,60 m²","193,40 m²",2005,Neopremljeno,2,,EI v izdelavi,100108-286,Terasa,,Menjava za drugo nepremičnino ni možna
903,5322221,20.11.2020dne14:17,"
doprodaje",1282-krat,"

129.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,,,"2,5-sobno","93,00 m²","95,00 m²",1870,,brez pripadajočega parkirišča,2011,,100195-87,Terasa,,Menjava za drugo nepremičnino ni možna
904,5318496,19.11.2020dne09:58,"
doprodaje",722-krat,"

267.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Črnuče",,2.,,3-sobno,"87,10 m²","97,40 m²",1892,,,2015,C (35 - 60 kWh/m2a),,Balkon,,
905,5318449,19.11.2020dne09:42,"
doprodaje",636-krat,"

249.999 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana, Poštni center",,Visoko pritličje,,3-sobno,"78,20 m²",,1965,,,2014,,,,,
906,4887391,18.11.2020dne09:23,"
doprodaje",808-krat,"

108.990 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,4.,4,4-sobno,"96,00 m²","96,00 m²",1850,Delno opremljeno,,2012,,PS4646067DL,,,
907,4887166,18.11.2020dne09:22,"
doprodaje",1363-krat,"

49.900 €
",Skupna cena,Prodam,"Pomurska, Apače, Žepovci",V večstanovanjski stavbi,1.,2,2-sobno,"68,00 m²","68,00 m²",1860,,2,2008,,PS4645290MR,,,
908,4047896,15.11.2020dne16:40,"
doprodaje",10738-krat,"

109.870 €
",Skupna cena,Prodam,"Podravska, Sv. Ana v Slovenskih goricah, Krivi Vrh",V večstanovanjski stavbi,1.,3,4-sobno,"78,00 m²","96,00 m²",2019,Neopremljeno,,,B1 (15 - 25 kWh/m2a),,Balkon,,
909,5263903,14.11.2020dne00:16,"
doprodaje",386-krat,"

349.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad",V večstanovanjski stavbi,3.,6,,"99,00 m²","99,00 m²",2002,Popolnoma opremljeno,,,,PS4646381SS,,,
910,4810811,13.11.2020dne15:24,"
doprodaje",1086-krat,"

159.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,3.,5,3-sobno,"116,00 m²","116,00 m²",1936,Delno opremljeno,,,,PS38621836BM,,,
911,5115649,12.11.2020dne15:41,"
doprodaje",907-krat,"

120.439 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",,Pritličje,2,3-sobno,"75,80 m²",,2020,,,,Ni možno izdati,PE9415,,,
912,4960168,07.11.2020dne00:13,"
doprodaje",775-krat,"

79.990 €
",Skupna cena,Prodam,"Podravska, Lenart v Slovenskih goricah, Lenart v Slovenskih goricah",V večstanovanjski stavbi,Pritličje,,3-sobno,"84,00 m²","84,00 m²",1961,,1,2003,,PS4646368MR,,,
913,4960166,07.11.2020dne00:13,"
doprodaje",505-krat,"

349.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,4.,4,5-sobno,"148,00 m²","148,00 m²",1993,Delno opremljeno,brez pripadajočega parkirišča,2016,,PS4646346DS,,,
914,4951098,06.11.2020dne00:15,"
doprodaje",362-krat,"

394.800 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most",V večstanovanjski stavbi,,2,3-sobno,"81,80 m²","265,90 m²",2018,Neopremljeno,2,,A2 (10 - 15 kWh/m2a),101216-7,"Atrij, Terasa",Vrt/dvorišče,Menjava za drugo nepremičnino ni možna
915,4951022,06.11.2020dne00:14,"
doprodaje",349-krat,"

775.700 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most",V večstanovanjski stavbi,,3,4-sobno,"121,40 m²","175,40 m²",2020,Neopremljeno,2,,A2 (10 - 15 kWh/m2a),101216-6,"Balkon, Terasa",,Menjava za drugo nepremičnino ni možna
916,4936577,03.11.2020dne21:00,"
doprodaje",200-krat,"

455.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,,,3-sobno,"102,80 m²",,1956,,,2016,,,Loža,,
917,4931104,03.11.2020dne00:12,"
doprodaje",150-krat,"

320.571 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",,,,"2,5-sobno","85,30 m²","89,60 m²",2021,Neopremljeno,brez pripadajočega parkirišča,,,101145-226,Balkon,,Menjava za drugo nepremičnino ni možna
918,4931103,03.11.2020dne00:12,"
doprodaje",145-krat,"

320.571 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",,,,"2,5-sobno","88,20 m²","89,60 m²",2021,Neopremljeno,brez pripadajočega parkirišča,,,101145-207,Balkon,,Menjava za drugo nepremičnino ni možna
919,4931099,03.11.2020dne00:11,"
doprodaje",132-krat,"

350.768 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",,,,"2,5-sobno","88,20 m²","92,70 m²",2021,Neopremljeno,brez pripadajočega parkirišča,,,101145-227,Balkon,,Menjava za drugo nepremičnino ni možna
920,4917021,01.11.2020dne04:02,"
doprodaje",410-krat,"

99.000 €
",Skupna cena,Prodam,"Podravska, Lenart v Slovenskih goricah, Lenart v Slovenskih goricah",V večstanovanjski stavbi,2.,2,3-sobno,"117,00 m²","117,00 m²",1973,,1,2003,,PS4646354MR,,,
921,4916962,01.11.2020dne04:02,"
doprodaje",251-krat,"

675.877 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most",V večstanovanjski stavbi,,3,6 in večsobno,"133,10 m²","152,30 m²",2020,Neopremljeno,2,,A2 (10 - 15 kWh/m2a),101215-26,"Balkon, Zaprt balkon, Terasa",,Menjava za drugo nepremičnino ni možna
922,4908628,30.10.2020dne11:23,"
doprodaje",772-krat,"

139.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",,2.,3,"3,5-sobno","78,40 m²","80,70 m²",1986,Popolnoma opremljeno,,,,PS4646262KC,,,
923,4901942,29.10.2020dne10:27,"
doprodaje",1292-krat,"

116.500 €
",Skupna cena,Prodam,"Koroška, Prevalje, Prevalje",V večstanovanjski stavbi,5.,7,4-sobno,"95,00 m²","103,00 m²",1975,Neopremljeno,brez pripadajočega parkirišča,2018,D (60 - 105 kWh/m2a),,Balkon,,Možna menjava za drugo nepremičnino
924,4898912,29.10.2020dne00:13,"
doprodaje",1996-krat,"

98.000 €
",Skupna cena,Prodam,"Koroška, Slovenj Gradec, Slovenj Gradec",,,4,"2,5-sobno","57,40 m²","66,60 m²",1981,Popolnoma opremljeno,brez pripadajočega parkirišča,2012,C (35 - 60 kWh/m2a),111213-56,Balkon,,Menjava za drugo nepremičnino ni možna
925,4891998,27.10.2020dne18:23,"
doprodaje",729-krat,"

210.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",V hiši,1.,2,3-sobno,"73,50 m²",,1957,,,2015,,,,,
926,4891960,27.10.2020dne18:16,"
doprodaje",479-krat,"

355.600 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",V večstanovanjski stavbi,2.,2,"2,5-sobno","106,90 m²",,2017,,,,,,Terasa,,
927,4890765,27.10.2020dne14:43,"
doprodaje",1054-krat,"

175.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, BS 3",,3.,4,"2,5-sobno","59,00 m²",,1977,,,2011,EI v izdelavi,A56,,,
928,3663151,27.10.2020dne10:25,"
doprodaje",1068-krat,"

85.000 €
",Skupna cena,Prodam,"Savinjska, Šmarje pri Jelšah, Šmarje pri Jelšah",V večstanovanjski stavbi,2.,,2-sobno,"44,70 m²","51,40 m²",2009,,,,B1 (15 - 25 kWh/m2a),396,Zaprt balkon,,
929,4888880,27.10.2020dne09:40,"
doprodaje",9602-krat,"

59.990 €
",Skupna cena,Prodam,"Koroška, Slovenj Gradec, Slovenj Gradec",V hiši,2.,2,3-sobno,"71,00 m²","82,00 m²",1986,Delno opremljeno,2,2008,E (105 - 150 kWh/m2a),,Balkon,,
930,4887731,27.10.2020dne00:16,"
doprodaje",556-krat,"

139.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,2.,3,4-sobno,"80,00 m²","80,00 m²",1986,Popolnoma opremljeno,,,,PS4646262KC,,,
931,4887724,27.10.2020dne00:16,"
doprodaje",517-krat,"

139.900 €
",Skupna cena,Prodam,"Podravska, Lenart v Slovenskih goricah, Lenart v Slovenskih goricah",V večstanovanjski stavbi,2.,2,2-sobno,"123,00 m²","123,00 m²",2010,,1,2010,,PS4646121MR,,,
932,4887721,27.10.2020dne00:16,"
doprodaje",204-krat,"

223.932 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",V večstanovanjski stavbi,2.,3,4-sobno,"98,00 m²","98,00 m²",2020,,,,,PS4646112BJ,,,
933,4887710,27.10.2020dne00:16,"
doprodaje",263-krat,"

289.726 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",V večstanovanjski stavbi,4.,4,4-sobno,"148,00 m²","148,00 m²",2020,,,,,PS4646105BJ,,,
934,4887689,27.10.2020dne00:16,"
doprodaje",337-krat,"

159.442 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",V večstanovanjski stavbi,Pritličje,4,2-sobno,"159,00 m²","159,00 m²",2020,,,,,PS4646098BJ,,,
935,4887663,27.10.2020dne00:16,"
doprodaje",661-krat,"

153.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Nova Vas",V večstanovanjski stavbi,Pritličje,,5-sobno,"169,00 m²","169,00 m²",1940,Delno opremljeno,1,2010,,PS4645614DS,,,
936,4887660,27.10.2020dne00:16,"
doprodaje",472-krat,"

230.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šiška",V večstanovanjski stavbi,1.,2,4-sobno,"201,00 m²","201,00 m²",1926,Delno opremljeno,,1997,,PH4645541-2DS,,,
937,4887657,27.10.2020dne00:16,"
doprodaje",226-krat,"

126.500 €
",Skupna cena,Prodam,"Podravska, Starše, Prepolje",V večstanovanjski stavbi,1.,,4-sobno,"115,00 m²","115,00 m²",1900,,,2019,,PS4645499DL,,,
938,4887600,27.10.2020dne00:16,"
doprodaje",973-krat,"

129.226 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",V večstanovanjski stavbi,Pritličje,4,1-sobno,"65,00 m²","65,00 m²",2020,,,,,PS4646096BJ-2,,,
939,4887184,27.10.2020dne00:15,"
doprodaje",1342-krat,"

80.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,11.,11,2-sobno,"58,00 m²","58,00 m²",1971,Delno opremljeno,,,,PS4645303RD,,,
940,4886721,27.10.2020dne00:13,"
doprodaje",207-krat,"

257.522 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",,,7,2-sobno,"66,30 m²","70,20 m²",2021,Neopremljeno,brez pripadajočega parkirišča,,,101179-264,Terasa,,Menjava za drugo nepremičnino ni možna
941,4886719,27.10.2020dne00:13,"
doprodaje",215-krat,"

350.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Primorsko-goranska, Malinska-dubašnica",V večstanovanjski stavbi,,2,3-sobno,"104,00 m²","104,00 m²",2018,Popolnoma opremljeno,2,,A2 (10 - 15 kWh/m2a),101215-23,"Balkon, Terasa",Vrt/dvorišče,Menjava za drugo nepremičnino ni možna
942,4886718,27.10.2020dne00:13,"
doprodaje",145-krat,"

346.996 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",V večstanovanjski stavbi,,,"2,5-sobno","87,99 m²","91,60 m²",2021,,2,,,101216-2,Balkon,,Menjava za drugo nepremičnino ni možna
943,4886716,27.10.2020dne00:13,"
doprodaje",140-krat,"

346.653 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",,,7,"2,5-sobno","87,83 m²","91,43 m²",2021,Neopremljeno,2,,,101179-205,Terasa,,Menjava za drugo nepremičnino ni možna
944,4883992,26.10.2020dne13:13,"
doprodaje",483-krat,"

149.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,Mansarda,3,3-sobno,"100,00 m²","100,00 m²",1936,Delno opremljeno,2,2013,EI v izdelavi,PS133,Balkon,,
945,4883924,26.10.2020dne13:02,"
doprodaje",1814-krat,"

37.200 €
",Skupna cena,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,4.,4,Garsonjera,"16,00 m²","19,30 m²",1958,Delno opremljeno,,2019,,PS134,,,
946,4883597,26.10.2020dne11:59,"
doprodaje",462-krat,"

200.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",V hiši,12.,12,"2,5-sobno","65,80 m²",,,,,,,,Loža,,
947,4883570,26.10.2020dne11:54,"
doprodaje",469-krat,"

188.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",V hiši,4.,13,"2,5-sobno","67,30 m²",,,,,,,,,,
948,4882946,26.10.2020dne10:05,"
doprodaje",14475-krat,"

181.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",V večstanovanjski stavbi,4.,4,1-sobno,"40,40 m²",,1966,,,2018,,,,,
949,4874839,24.10.2020dne23:38,"
doprodaje",5508-krat,"

65.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",,4.,4,"1,5-sobno","37,50 m²","40,90 m²",1967,Popolnoma opremljeno,,2015,EI v izdelavi,2012-1017,,,Možna menjava za drugo nepremičnino
950,4863084,22.10.2020dne19:06,"
doprodaje",843-krat,"

189.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",V hiši,2.,,3-sobno,"75,30 m²",,1964,,,2001,,100573,,,
951,4861855,22.10.2020dne13:28,"
doprodaje",835-krat,"

165.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,Pritličje,3,2-sobno,"184,00 m²","184,00 m²",1947,,,,,5147,,,
952,4856689,21.10.2020dne14:08,"
doprodaje",300-krat,"

290.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Domžale, Domžale",,,,"4,5-sobno",,"363,20 m²",2018,,,,EI v izdelavi,100443,,,
953,4856670,21.10.2020dne14:02,"
doprodaje",330-krat,"

250.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Domžale, Domžale",,,,4-sobno,,"437,80 m²",2018,,,,EI v izdelavi,100442,,,
954,4855312,21.10.2020dne08:59,"
doprodaje",440-krat,"

265.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",V večstanovanjski stavbi,3.,3,3-sobno,,"72,10 m²",1905,Popolnoma opremljeno,,2019,EI v izdelavi,100330,,,
955,4855242,21.10.2020dne08:40,"
doprodaje",1025-krat,"

110.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Trnovo",,Pritličje,1,Garsonjera,,"19,40 m²",1905,,1,2011,E (105 - 150 kWh/m2a),100438,,,
956,4855195,21.10.2020dne08:19,"
doprodaje",701-krat,"

210.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Trnovo",,3.,7,2-sobno,,"56,80 m²",1981,,,2015,EI v izdelavi,100421,,,
957,4853945,21.10.2020dne00:12,"
doprodaje",724-krat,"

103.264 €
",Skupna cena,Prodam,"Podravska, Ptuj, Ptuj",V večstanovanjski stavbi,,2,,"80,00 m²","80,00 m²",2016,Delno opremljeno,brez pripadajočega parkirišča,2020,,PS38621844AS,,,
958,4851916,20.10.2020dne15:20,"
doprodaje",269-krat,"

320.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,,,3-sobno,,"99,20 m²",1909,,,2020,D (60 - 105 kWh/m2a),100452,,,
959,4851430,20.10.2020dne13:40,"
doprodaje",254-krat,"

240.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Draveljska gmajna",V večstanovanjski stavbi,7.,10,3-sobno,"78,00 m²","82,50 m²",1983,Popolnoma opremljeno,1,2010,D (60 - 105 kWh/m2a),100489,Loža,,
960,4851408,20.10.2020dne13:35,"
doprodaje",499-krat,"

190.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",V večstanovanjski stavbi,4.,4,"2,5-sobno","54,40 m²","64,40 m²",1960,Popolnoma opremljeno,,2005,D (60 - 105 kWh/m2a),100497,,,
961,4851057,20.10.2020dne12:15,"
doprodaje",187-krat,"

430.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Rožna dolina",,Visoko pritličje,2,3-sobno,"108,00 m²","146,40 m²",2004,,2,2017,C (35 - 60 kWh/m2a),100504,Terasa,,
962,4850862,20.10.2020dne11:34,"
doprodaje",241-krat,"

490.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Tacen",V večstanovanjski stavbi,4.,4,4-sobno,"171,20 m²","258,10 m²",2006,Popolnoma opremljeno,1,2018,C (35 - 60 kWh/m2a),100512,"Balkon, Terasa",,
963,4850673,20.10.2020dne10:57,"
doprodaje",301-krat,"

265.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Draveljska gmajna",V večstanovanjski stavbi,5.,10,4-sobno,"88,40 m²","96,10 m²",1982,Delno opremljeno,1,2018,D (60 - 105 kWh/m2a),100520,Balkon,,
964,4850546,20.10.2020dne10:25,"
doprodaje",215-krat,"

550.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana, Poštni center",V večstanovanjski stavbi,3.,3,6 in večsobno,,"181,50 m²",1910,,,2015,EI v izdelavi,100507,,,
965,4850495,20.10.2020dne10:14,"
doprodaje",1305-krat,"

189.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",V večstanovanjski stavbi,2.,5,3-sobno,,"75,30 m²",1964,Delno opremljeno,,2001,EI v izdelavi,100573,,,
966,4826758,16.10.2020dne15:51,"
doprodaje",359-krat,"

255.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Dolgi most",,1.,,3-sobno,"130,20 m²",,1990,,,2000,,J2,,,
967,4824830,16.10.2020dne08:22,"
doprodaje",782-krat,"

288.000 €
",Skupna cena,Prodam,"Obalno-kraška, Koper, Koper",,1.,2,3-sobno,"121,40 m²",,2007,,,,C (35 - 60 kWh/m2a),S021020D,,,
968,4823064,16.10.2020dne00:13,"
doprodaje",3373-krat,"

63.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,2.,2,,"50,00 m²","50,00 m²",1928,Popolnoma opremljeno,brez pripadajočega parkirišča,2010,,PS38621839AS,,,
969,4814348,14.10.2020dne14:25,"
doprodaje",1143-krat,"

85.000 €
",Skupna cena,Prodam,"Savinjska, Šmarje pri Jelšah, Šmarje pri Jelšah",,,,2-sobno,,"51,40 m²",2009,,,,B1 (15 - 25 kWh/m2a),396,Zaprt balkon,,
970,4808572,13.10.2020dne15:36,"
doprodaje",351-krat,"

140.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Primorsko-goranska, Mali Lošinj",,Pritličje,2,2-sobno,"46,00 m²",,,,,2015,EI v izdelavi,J1,,,
971,4804789,13.10.2020dne00:11,"
doprodaje",1338-krat,"

166.000 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Lucija",,,,,"39,50 m²",,1973,,,,,,,,
972,2221096,11.10.2020dne21:24,"
doprodaje",801-krat,"

490.000 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Portorož",V večstanovanjski stavbi,2.,,3-sobno,"93,00 m²",,2005,,,,EI v izdelavi,,,,
973,4786671,10.10.2020dne00:13,"
doprodaje",716-krat,"

148.263 €
",Skupna cena,Prodam,"Koroška, Slovenj Gradec, Slovenj Gradec",V večstanovanjski stavbi,,3,3-sobno,"69,20 m²","72,20 m²",,Neopremljeno,1,,,111213-52,"Balkon, Atrij",Vrt/dvorišče,Menjava za drugo nepremičnino ni možna
974,4786662,10.10.2020dne00:13,"
doprodaje",610-krat,"

210.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad",,,11,"2,5-sobno","55,60 m²","62,30 m²",1977,Popolnoma opremljeno,brez pripadajočega parkirišča,2016,,101179-257,Balkon,,Menjava za drugo nepremičnino ni možna
975,4772465,07.10.2020dne21:18,"
doprodaje",357-krat,"

900 €
",Cena na m²,Prodam,"Podravska, Starše, Prepolje",,Pritličje,,3-sobno,"88,20 m²",,1998,,2,,,,Terasa,,
976,4772438,07.10.2020dne21:14,"
doprodaje",176-krat,"

900 €
",Cena na m²,Prodam,"Podravska, Starše, Prepolje",,Visoko pritličje,,"3,5-sobno","129,70 m²",,1998,,2,,EI v izdelavi,,Terasa,,
977,4772406,07.10.2020dne21:07,"
doprodaje",429-krat,"

900 €
",Cena na m²,Prodam,"Podravska, Starše, Prepolje",,1.,,3-sobno,"111,50 m²",,1998,,,,EI v izdelavi,,,,
978,4772384,07.10.2020dne21:02,"
doprodaje",253-krat,"

900 €
",Cena na m²,Prodam,"Podravska, Starše, Prepolje",V večstanovanjski stavbi,1.,,3-sobno,"107,00 m²",,1998,,2,,EI v izdelavi,,,,
979,4770800,07.10.2020dne16:09,"
doprodaje",620-krat,"

99.000 €
",Skupna cena,Prodam,"Podravska, Selnica ob Dravi, Zgornja Selnica",,2.,,"2,5-sobno",,"80,00 m²",2003,,,2020,EI v izdelavi,PE9397,,,
980,4770772,07.10.2020dne16:03,"
doprodaje",536-krat,"

125.000 €
",Skupna cena,Prodam,"Savinjska, Šentjur, Šentjur",V večstanovanjski stavbi,2.,3,3-sobno,,"75,00 m²",2009,,,,EI v izdelavi,733,Atrij,Vrtna uta,
981,4381161,07.10.2020dne14:38,"
doprodaje",249-krat,"

494.900 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Lucija",V večstanovanjski stavbi,2.,5,,"93,00 m²","93,00 m²",2005,Popolnoma opremljeno,,,,PS0072TA,,,
982,4769972,07.10.2020dne13:10,"
doprodaje",2012-krat,"

63.000 €
",Skupna cena,Prodam,"Savinjska, Žalec, Kasaze",,Pritličje,2,3-sobno,"72,00 m²",,1952,,,,,202036,,,
983,4734969,01.10.2020dne15:04,"
doprodaje",312-krat,"

480.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",V večstanovanjski stavbi,3.,3,Apartma,"124,50 m²","162,70 m²",,,,1990,,S-94/2020,Balkon,,
984,4715092,28.09.2020dne11:21,"
doprodaje",1188-krat,"

289.000 €
",Skupna cena,Prodam,"Jugovzhodna Slovenija, Novo mesto, Novo mesto",V hiši,1.,1,6 in večsobno,,"150,30 m²",1957,,1,1995,,979,Balkon,,
985,4690253,24.09.2020dne13:30,"
doprodaje",814-krat,"

98.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",V večstanovanjski stavbi,3.,4,2-sobno,"55,00 m²","55,00 m²",1970,Delno opremljeno,brez pripadajočega parkirišča,2015,,PS00665MN,,,
986,4690217,24.09.2020dne13:28,"
doprodaje",570-krat,"

258.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Tacen",V večstanovanjski stavbi,,,,"82,00 m²","82,00 m²",2009,,,2020,,RE ID 2017-005,,,
987,4690216,24.09.2020dne13:28,"
doprodaje",362-krat,"

426.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Tacen",V večstanovanjski stavbi,,,,"197,00 m²","197,00 m²",2009,,,2020,,RE ID 2017-001,,,
988,4690215,24.09.2020dne13:28,"
doprodaje",270-krat,"

348.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Tacen",V večstanovanjski stavbi,,,,"129,00 m²","129,00 m²",2009,,,2020,,RE ID 2017-004,,,
989,4690214,24.09.2020dne13:28,"
doprodaje",743-krat,"

164.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Tacen",V večstanovanjski stavbi,,,,"52,00 m²","52,00 m²",2009,,,2020,,RE ID 2017-002,,,
990,4690213,24.09.2020dne13:28,"
doprodaje",907-krat,"

154.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Tacen",V večstanovanjski stavbi,,,,"52,00 m²","52,00 m²",2009,,,2020,,RE ID 2017-008,,,
991,4690212,24.09.2020dne13:28,"
doprodaje",520-krat,"

282.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Tacen",V večstanovanjski stavbi,,,,"120,00 m²","120,00 m²",2009,,,2020,,RE ID 2017-003,,,
